applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100079,0,4,50,51,53,6,160
100080,0,1,54,50,50,6,160
100081,0,3,53,51,50,6,160
100082,0,1,54,50,50,6,160
100083,0,3,53,51,50,6,160
100084,0,3,50,54,50,6,160
100085,0,1,54,50,50,6,160
100086,0,3,50,52,52,6,160
100087,0,3,52,52,50,6,160
100088,0,2,54,50,50,6,160
100089,0,3,50,50,54,6,160
100090,0,3,54,50,50,6,160
100091,0,4,53,51,50,6,160
100092,0,4,52,51,51,6,160
100093,0,1,53,50,51,6,160
100094,0,4,51,52,51,6,160
100095,0,4,54,50,50,6,160
100096,0,1,53,51,50,6,160
100097,0,3,53,51,50,6,160
100098,0,4,53,51,50,6,160
100099,0,4,51,52,51,6,160
100100,0,2,54,50,50,6,160
100101,0,1,50,51,53,6,160
100102,0,1,53,50,51,6,160
100103,0,3,52,52,50,6,160
100105,0,1,51,51,52,6,160
100106,0,3,54,50,50,6,160
100107,0,1,52,52,50,6,160
100108,0,2,52,52,50,6,160
100109,0,4,54,50,50,6,160
100110,0,2,53,50,51,6,160
100111,0,1,51,53,50,6,160
100112,0,3,54,50,50,6,160
100113,0,4,50,54,50,6,160
100114,0,2,53,51,50,6,160
100115,0,3,54,50,50,6,160
100116,0,1,52,51,51,6,160
100117,0,2,53,51,50,6,160
100118,0,3,53,50,51,6,160
100119,0,2,53,50,51,6,160
100120,0,2,54,50,50,6,160
100121,0,2,54,50,50,6,160
100122,0,4,54,50,50,6,160
100123,0,3,51,53,50,6,160
100124,0,3,51,51,52,6,160
100125,0,1,51,52,51,6,160
100126,0,3,50,54,50,6,160
100127,0,4,50,50,54,6,160
100128,0,4,53,51,50,6,160
100129,1,1,72,90,58,4,224
100130,0,4,54,50,50,6,160
100131,0,4,52,52,50,6,160
100132,0,3,51,51,52,6,160
100133,0,2,53,51,50,6,160
100134,0,3,51,51,52,6,160
100135,0,4,53,50,51,6,160
100136,0,3,53,50,51,6,160
100137,0,3,50,53,51,6,160
100138,0,1,51,53,50,6,160
100139,0,3,54,50,50,6,160
100140,0,1,54,50,50,6,160
100141,0,2,52,52,50,6,160
100142,0,1,52,52,50,6,160
100143,0,3,52,52,50,6,160
100144,0,1,52,51,51,6,160
100145,0,2,54,50,50,6,160
100146,0,2,52,51,51,6,160
100147,0,2,54,50,50,6,160
100148,0,3,51,50,53,6,160
100149,0,1,54,50,50,6,160
100150,0,3,54,50,50,6,160
100151,0,4,50,54,50,6,160
100152,0,1,53,51,50,6,160
100153,0,2,53,50,51,6,160
100154,0,2,54,50,50,6,160
100155,0,2,54,50,50,6,160
100156,0,2,54,50,50,6,160
100157,0,1,54,50,50,6,160
100158,0,2,52,50,52,6,160
100159,0,2,52,50,52,6,160
100160,0,4,54,50,50,6,160
100161,0,4,53,51,50,6,160
100163,0,1,52,52,50,6,160
100164,0,2,51,52,51,6,160
100165,0,3,54,50,50,6,160
100166,0,1,51,53,50,6,160
100167,0,3,53,51,50,6,160
100168,0,2,54,50,50,6,160
100169,0,1,53,51,50,6,160
100170,0,3,52,52,50,6,160
100171,0,4,52,51,51,6,160
100172,0,4,53,51,50,6,160
100173,0,1,54,50,50,6,160
100174,0,4,54,50,50,6,160
100175,0,4,54,50,50,6,160
100176,0,2,52,52,50,6,160
100177,0,4,54,50,50,6,160
100178,0,4,54,50,50,6,160
100179,0,4,51,53,50,6,160
100180,0,3,50,51,53,6,160
100181,0,3,53,50,51,6,160
100182,0,2,51,52,51,6,160
100183,0,3,53,51,50,6,160
100184,0,1,52,51,51,6,160
100185,0,3,54,50,50,6,160
100186,0,3,52,52,50,6,160
100187,0,1,54,50,50,6,160
100188,0,1,53,51,50,6,160
100189,0,3,52,52,50,6,160
100190,0,1,53,50,51,6,160
100191,0,1,53,51,50,6,160
100192,0,3,54,50,50,6,160
100193,0,1,54,50,50,6,160
100194,0,3,50,54,50,6,160
100195,0,1,53,51,50,6,160
100196,0,2,50,54,50,6,160
100197,0,1,53,50,51,6,160
100198,0,3,52,51,51,6,160
100199,0,3,54,50,50,6,160
100200,0,3,51,52,51,6,160
100201,0,1,54,50,50,6,160
100202,0,2,51,53,50,6,160
100203,0,2,51,50,53,6,160
100204,0,2,54,50,50,6,160
100205,0,3,52,52,50,6,160
100206,0,1,51,50,53,6,160
100207,0,1,54,50,50,6,160
100208,0,1,51,53,50,6,160
100209,0,2,51,52,51,6,160
100210,1,1,69,83,68,3,223
100211,0,3,54,50,50,6,160
100212,0,2,51,52,51,6,160
100213,0,3,52,51,51,6,160
100214,0,3,53,51,50,6,160
100215,0,3,54,50,50,6,160
100216,0,2,54,50,50,6,160
100217,0,3,51,51,52,6,160
100218,0,1,51,50,53,6,160
100219,0,1,50,51,53,6,160
100220,0,3,53,51,50,6,160
100221,0,1,53,51,50,6,160
100222,0,3,52,52,50,6,160
100223,0,1,54,50,50,6,160
100224,0,1,54,50,50,6,160
100225,0,2,54,50,50,6,160
100226,0,1,51,52,51,6,160
100227,1,1,74,84,62,2,222
100228,0,2,53,51,50,6,160
100229,0,1,51,53,50,6,160
100230,0,2,54,50,50,6,160
100231,0,2,51,51,52,6,160
100232,0,3,54,50,50,6,160
100233,0,3,53,51,50,6,160
100234,0,1,54,50,50,6,160
100235,0,3,54,50,50,6,160
100236,0,2,51,51,52,6,160
100237,0,3,52,52,50,6,160
100238,0,3,51,52,51,6,160
100239,0,2,52,50,52,6,160
100240,0,3,53,51,50,6,160
100241,0,2,54,50,50,6,160
100242,0,3,53,50,51,6,160
100243,0,4,54,50,50,6,160
100244,0,2,50,54,50,6,160
100245,0,1,53,51,50,6,160
100246,0,1,54,50,50,6,160
100247,0,3,54,50,50,6,160
100248,0,1,52,50,52,6,160
100249,0,1,52,52,50,6,160
100250,0,2,53,50,51,6,160
100251,0,2,53,51,50,6,160
100252,0,3,50,54,50,6,160
100253,0,1,51,53,50,6,160
100254,0,1,54,50,50,6,160
100255,0,3,52,52,50,6,160
100256,0,2,52,50,52,6,160
100257,0,2,53,51,50,6,160
100258,0,1,53,51,50,6,160
100259,0,2,51,53,50,6,160
100260,0,2,54,50,50,6,160
100261,0,2,51,52,51,6,160
100262,0,1,53,50,51,6,160
100263,0,1,50,50,54,6,160
100264,0,3,52,50,52,6,160
100265,0,2,53,50,51,6,160
100266,0,3,52,51,51,6,160
100267,0,2,51,52,51,6,160
100268,0,3,51,53,50,6,160
100269,0,2,52,51,51,6,160
100270,0,3,51,52,51,6,160
100271,0,1,51,53,50,6,160
100272,0,2,52,51,51,6,160
100273,0,3,54,50,50,6,160
100274,0,3,52,52,50,6,160
100275,0,3,54,50,50,6,160
100276,0,2,53,50,51,6,160
100277,0,1,51,52,51,6,160
100278,0,1,51,50,53,6,160
100279,0,3,51,52,51,6,160
100280,0,3,51,53,50,6,160
100281,0,3,54,50,50,6,160
100282,0,3,53,51,50,6,160
100283,0,3,51,51,52,6,160
100284,0,3,51,51,52,6,160
100285,0,3,51,50,53,6,160
100286,1,1,92,62,66,1,221
100287,0,1,51,51,52,6,160
100288,0,2,53,50,51,6,160
100289,0,2,54,50,50,6,160
100290,0,1,53,51,50,6,160
100291,0,3,51,52,51,6,160
100292,0,1,52,51,51,6,160
100293,0,2,54,50,50,6,160
100294,0,3,54,50,50,6,160
100295,0,1,51,53,50,6,160
100296,0,2,52,50,52,6,160
100297,0,1,53,50,51,6,160
100298,0,1,54,50,50,6,160
100299,0,3,54,50,50,6,160
100300,0,2,50,53,51,6,160
100301,0,3,53,51,50,6,160
100302,0,3,54,50,50,6,160
100303,0,3,54,50,50,6,160
100304,0,3,53,51,50,6,160
100305,0,2,52,52,50,6,160
100306,0,2,52,52,50,6,160
100307,0,3,52,52,50,6,160
100308,0,3,51,52,51,6,160
100309,0,3,54,50,50,6,160
100310,0,2,50,53,51,6,160
100311,1,1,76,81,63,0,220
100312,0,2,54,50,50,6,160
100313,0,2,54,50,50,6,160
100314,0,2,51,53,50,6,160
100315,0,3,51,51,52,6,160
100316,0,3,53,51,50,6,160
100317,0,2,50,51,53,6,160
100318,0,3,51,53,50,6,160
100319,0,3,51,52,51,6,160
100320,0,2,54,50,50,6,160
100321,0,3,53,51,50,6,160
100322,0,2,51,52,51,6,160
100323,0,2,54,50,50,6,160
100324,0,3,53,50,51,6,160
100325,0,3,52,52,50,6,160
100326,0,3,51,50,53,6,160
100327,0,2,53,51,50,6,160
100328,0,2,50,52,52,6,160
100329,0,1,50,54,50,6,160
100330,0,2,53,50,51,6,160
100331,0,2,51,52,51,6,160
100332,0,4,54,50,50,6,160
100333,0,2,52,51,51,6,160
100334,0,1,53,51,50,6,160
100335,0,2,53,51,50,6,160
100336,0,3,51,52,51,6,160
100337,0,2,51,52,51,6,160
100338,0,2,52,51,51,6,160
100341,0,1,50,53,51,6,160
100342,0,2,54,50,50,6,160
100343,1,1,58,70,81,10,219
100344,0,1,53,51,50,6,160
100345,0,2,52,51,51,6,160
100346,0,3,53,51,50,6,160
100347,0,1,52,52,50,6,160
100348,0,3,51,53,50,6,160
100349,0,1,51,50,53,6,160
100350,0,3,53,51,50,6,160
100351,0,2,53,51,50,6,160
100352,0,1,50,53,51,6,160
100353,0,1,53,51,50,6,160
100355,0,1,54,50,50,6,160
100356,0,1,51,52,51,6,160
100357,0,3,53,50,51,6,160
100360,0,1,51,51,52,6,160
100361,0,1,53,51,50,6,160
100362,0,4,50,53,51,6,160
100363,1,1,77,63,69,9,218
100364,0,2,54,50,50,6,160
100365,1,1,53,62,94,8,217
100366,0,1,54,50,50,6,160
100367,0,1,51,51,52,6,160
100368,0,4,53,51,50,6,160
100369,0,1,53,51,50,6,160
100370,0,2,54,50,50,6,160
100371,0,2,51,53,50,6,160
100373,0,3,53,51,50,6,160
100374,0,1,51,53,50,6,160
100376,0,2,52,51,51,6,160
100377,0,2,53,51,50,6,160
100378,0,2,54,50,50,6,160
100379,0,1,52,50,52,6,160
100380,0,1,50,54,50,6,160
100382,0,1,51,50,53,6,160
100387,0,1,54,50,50,6,160
100388,0,2,54,50,50,6,160
100390,0,1,54,50,50,6,160
100391,0,1,54,50,50,6,160
100392,0,1,51,53,50,6,160
100393,0,1,54,50,50,6,160
100394,0,2,51,51,52,6,160
100395,0,1,50,54,50,6,160
100396,0,2,54,50,50,6,160
100397,0,2,52,50,52,6,160
100398,0,2,53,51,50,6,160
100399,0,1,53,51,50,6,160
100400,0,3,52,51,51,6,160
100401,0,3,54,50,50,6,160
100402,0,1,54,50,50,6,160
100403,0,3,53,51,50,6,160
100404,0,1,53,51,50,6,160
100405,0,1,53,51,50,6,160
100406,0,2,53,51,50,6,160
100407,0,3,54,50,50,6,160
100408,0,3,54,50,50,6,160
100409,0,2,52,52,50,6,160
100410,0,3,51,53,50,6,160
100411,0,3,52,50,52,6,160
100412,0,3,53,51,50,6,160
100413,0,1,52,52,50,6,160
100414,0,2,53,51,50,6,160
100415,0,1,52,51,51,6,160
100416,0,2,51,53,50,6,160
100417,0,1,51,53,50,6,160
100418,0,3,54,50,50,6,160
100419,0,1,51,53,50,6,160
100420,0,3,53,50,51,6,160
100421,0,3,54,50,50,6,160
100422,0,3,53,51,50,6,160
100423,0,1,52,51,51,6,160
100424,0,2,52,50,52,6,160
100425,0,2,52,51,51,6,160
100426,0,3,54,50,50,6,160
100427,0,1,54,50,50,6,160
100428,0,1,53,50,51,6,160
100429,0,1,52,50,52,6,160
100430,0,2,53,51,50,6,160
100431,0,1,50,54,50,6,160
100432,0,1,54,50,50,6,160
100433,0,2,52,52,50,6,160
100434,0,2,52,50,52,6,160
100435,0,2,54,50,50,6,160
100436,0,3,53,51,50,6,160
100437,0,3,53,50,51,6,160
100438,0,2,54,50,50,6,160
100439,0,1,53,51,50,6,160
100440,0,1,51,51,52,6,160
100441,0,1,51,53,50,6,160
100442,0,2,54,50,50,6,160
100443,1,1,77,78,54,7,216
100444,0,1,52,52,50,6,160
100445,0,2,54,50,50,6,160
100446,0,2,52,52,50,6,160
100447,0,1,50,54,50,6,160
100448,0,1,54,50,50,6,160
100449,0,2,51,51,52,6,160
100450,0,2,51,53,50,6,160
100451,0,2,54,50,50,6,160
100452,0,2,51,53,50,6,160
100453,0,3,50,54,50,6,160
100454,0,3,53,50,51,6,160
100455,0,3,50,54,50,6,160
100456,0,3,52,50,52,6,160
100457,0,3,51,51,52,6,160
100458,0,3,52,52,50,6,160
100459,0,1,54,50,50,6,160
100460,0,1,52,50,52,6,160
100461,0,2,53,50,51,6,160
100462,0,2,54,50,50,6,160
100463,0,3,52,52,50,6,160
100464,0,3,52,51,51,6,160
100465,0,2,53,50,51,6,160
100466,0,3,50,51,53,6,160
100467,0,2,51,52,51,6,160
100468,0,2,51,52,51,6,160
100469,0,1,51,52,51,6,160
100470,0,1,53,51,50,6,160
100471,0,1,54,50,50,6,160
100472,0,2,54,50,50,6,160
100473,0,3,53,51,50,6,160
100474,0,1,54,50,50,6,160
100475,0,1,53,51,50,6,160
100476,0,1,52,50,52,6,160
100477,0,1,52,52,50,6,160
100478,0,2,51,51,52,6,160
100479,0,2,54,50,50,6,160
100480,0,2,53,51,50,6,160
100481,0,3,53,50,51,6,160
100482,0,3,52,52,50,6,160
100483,0,3,51,53,50,6,160
100484,0,1,51,53,50,6,160
100485,0,2,50,54,50,6,160
100486,0,2,53,51,50,6,160
100487,0,2,53,51,50,6,160
100488,0,3,53,51,50,6,160
100489,0,3,52,51,51,6,160
100491,0,1,54,50,50,6,160
100492,0,1,51,53,50,6,160
100493,0,1,53,50,51,6,160
100494,0,2,51,52,51,6,160
100497,0,4,53,51,50,6,160
100507,0,2,52,52,50,6,160
100511,0,4,53,51,50,6,160
100518,0,4,51,52,51,6,160
100521,0,1,50,54,50,6,160
100530,0,2,51,52,51,6,160
100555,0,1,53,51,50,6,160
100562,0,2,51,52,51,6,160
100563,0,3,53,50,51,6,160
100564,0,3,51,51,52,6,160
100565,0,3,51,53,50,6,160
100566,0,1,53,51,50,6,160
100567,0,2,51,52,51,6,160
100568,0,1,52,51,51,6,160
100569,0,1,52,51,51,6,160
100570,0,3,54,50,50,6,160
100571,0,2,50,51,53,6,160
100572,0,3,50,53,51,6,160
100573,0,2,50,50,54,6,160
100574,0,3,53,51,50,6,160
100575,0,1,50,54,50,6,160
100576,0,2,53,51,50,6,160
100577,1,1,88,59,62,6,215
100578,0,2,51,53,50,6,160
100579,0,2,54,50,50,6,160
100580,0,2,52,52,50,6,160
100581,0,2,54,50,50,6,160
100582,0,2,51,51,52,6,160
100583,0,3,52,52,50,6,160
100584,0,3,52,52,50,6,160
100585,0,2,54,50,50,6,160
100586,0,3,53,51,50,6,160
100587,0,3,52,52,50,6,160
100588,0,3,53,51,50,6,160
100589,0,1,52,51,51,6,160
100590,0,3,50,52,52,6,160
100591,0,2,51,52,51,6,160
100592,0,2,51,51,52,6,160
100593,0,3,53,50,51,6,160
100594,0,1,53,51,50,6,160
100595,0,3,52,52,50,6,160
100596,0,1,52,51,51,6,160
100597,0,2,53,51,50,6,160
100598,1,1,61,96,52,5,214
100599,0,2,52,52,50,6,160
100600,0,3,50,52,52,6,160
100601,0,2,51,53,50,6,160
100602,0,2,53,51,50,6,160
100603,0,2,51,53,50,6,160
100604,1,1,99,55,55,4,213
100605,0,3,52,52,50,6,160
100606,0,1,54,50,50,6,160
100607,0,2,50,52,52,6,160
100608,0,2,53,51,50,6,160
100609,0,3,54,50,50,6,160
100610,0,1,54,50,50,6,160
100611,0,3,52,52,50,6,160
100612,0,1,52,51,51,6,160
100613,0,2,52,51,51,6,160
100614,0,3,54,50,50,6,160
100615,0,3,52,51,51,6,160
100616,0,3,54,50,50,6,160
100617,0,2,50,54,50,6,160
100618,0,2,51,51,52,6,160
100619,0,3,52,51,51,6,160
100620,0,3,51,53,50,6,160
100621,0,1,53,51,50,6,160
100622,0,3,53,51,50,6,160
100623,0,2,54,50,50,6,160
100624,0,3,51,51,52,6,160
100625,0,3,51,53,50,6,160
100626,0,3,53,50,51,6,160
100627,0,3,51,52,51,6,160
100628,0,2,54,50,50,6,160
100629,0,3,54,50,50,6,160
100630,0,1,53,51,50,6,160
100631,0,1,54,50,50,6,160
100632,0,1,54,50,50,6,160
100633,0,1,54,50,50,6,160
100634,0,1,54,50,50,6,160
100635,0,2,52,51,51,6,160
100636,0,3,52,50,52,6,160
100637,1,1,66,76,67,3,212
100638,0,3,54,50,50,6,160
100639,0,1,54,50,50,6,160
100640,0,3,51,53,50,6,160
100641,0,1,53,51,50,6,160
100642,0,1,50,54,50,6,160
100643,0,1,53,51,50,6,160
100644,0,3,54,50,50,6,160
100645,0,2,50,54,50,6,160
100646,0,2,53,50,51,6,160
100647,0,2,54,50,50,6,160
100648,1,1,63,95,51,2,211
100649,0,2,52,52,50,6,160
100650,0,3,50,51,53,6,160
100651,1,1,71,82,56,1,210
100652,0,1,54,50,50,6,160
100653,0,1,51,52,51,6,160
100654,0,3,50,54,50,6,160
100655,0,1,50,50,54,6,160
100656,0,1,51,53,50,6,160
100657,0,3,52,52,50,6,160
100658,0,1,54,50,50,6,160
100659,0,2,54,50,50,6,160
100660,0,3,50,50,54,6,160
100661,0,1,53,50,51,6,160
100662,1,1,83,58,68,0,209
100663,0,2,50,54,50,6,160
100664,0,2,51,53,50,6,160
100665,0,1,52,51,51,6,160
100666,0,1,52,50,52,6,160
100667,0,2,51,53,50,6,160
100668,0,3,52,51,51,6,160
100669,0,3,53,51,50,6,160
100670,0,1,52,50,52,6,160
100671,0,3,53,50,51,6,160
100672,0,1,54,50,50,6,160
100673,0,3,54,50,50,6,160
100674,0,3,53,51,50,6,160
100675,0,2,53,51,50,6,160
100676,0,2,50,53,51,6,160
100677,0,2,54,50,50,6,160
100678,0,3,52,50,52,6,160
100679,1,1,67,72,59,10,208
100680,0,3,52,51,51,6,160
100681,0,3,53,51,50,6,160
100682,0,1,52,52,50,6,160
100683,0,2,51,53,50,6,160
100684,0,2,52,50,52,6,160
100685,1,1,67,57,74,9,207
100686,0,2,51,51,52,6,160
100687,0,3,53,51,50,6,160
100688,0,2,51,53,50,6,160
100689,0,3,54,50,50,6,160
100690,0,3,51,51,52,6,160
100691,0,3,52,52,50,6,160
100692,0,3,54,50,50,6,160
100693,0,1,53,50,51,6,160
100694,0,2,53,51,50,6,160
100695,0,3,54,50,50,6,160
100696,0,2,50,50,54,6,160
100697,0,2,54,50,50,6,160
100698,0,2,50,51,53,6,160
100699,0,2,52,51,51,6,160
100700,0,1,51,53,50,6,160
100701,0,3,54,50,50,6,160
100702,0,2,52,52,50,6,160
100703,0,3,54,50,50,6,160
100704,0,2,54,50,50,6,160
100705,0,2,53,51,50,6,160
100706,0,1,51,53,50,6,160
100707,0,3,53,50,51,6,160
100708,0,1,50,54,50,6,160
100709,0,2,50,52,52,6,160
100719,0,2,51,51,52,6,160
100815,0,1,54,50,50,6,160
100842,0,1,53,50,51,6,160
100910,0,2,51,50,53,6,160
100911,0,2,52,52,50,6,160
100912,0,2,52,51,51,6,160
100913,0,2,50,52,52,6,160
100914,0,1,54,50,50,6,160
100915,0,1,52,51,51,6,160
100916,0,2,52,51,51,6,160
100917,0,2,52,52,50,6,160
100918,0,1,51,53,50,6,160
100919,0,1,52,52,50,6,160
100920,0,1,50,53,51,6,160
100921,0,1,54,50,50,6,160
100922,0,2,51,51,52,6,160
100923,0,2,51,53,50,6,160
100924,0,1,53,50,51,6,160
100925,0,1,52,52,50,6,160
100926,0,1,50,51,53,6,160
100927,0,2,54,50,50,6,160
100928,0,2,50,54,50,6,160
100929,0,2,51,53,50,6,160
100930,0,2,54,50,50,6,160
100931,0,1,52,52,50,6,160
100932,0,2,54,50,50,6,160
100933,0,1,54,50,50,6,160
100934,0,1,54,50,50,6,160
100935,0,2,53,50,51,6,160
100936,0,2,54,50,50,6,160
100937,0,2,54,50,50,6,160
100938,0,1,50,52,52,6,160
100939,0,2,54,50,50,6,160
100940,0,1,53,51,50,6,160
100941,0,1,51,53,50,6,160
100942,0,1,52,52,50,6,160
100943,0,1,54,50,50,6,160
100944,0,1,50,52,52,6,160
100945,0,2,54,50,50,6,160
100946,0,2,53,51,50,6,160
100947,0,2,52,52,50,6,160
100948,0,1,54,50,50,6,160
100949,0,1,52,52,50,6,160
100950,1,1,85,57,56,8,206
100951,0,1,50,54,50,6,160
100952,0,1,52,51,51,6,160
100953,0,2,51,53,50,6,160
100954,0,1,54,50,50,6,160
100955,0,1,53,51,50,6,160
100956,0,1,54,50,50,6,160
100957,0,2,51,52,51,6,160
100958,0,2,50,54,50,6,160
100959,0,2,52,52,50,6,160
100962,0,3,53,50,51,6,160
100966,0,1,52,52,50,6,160
100980,0,3,53,51,50,6,160
100991,0,1,52,50,52,6,160
101022,0,2,54,50,50,6,160
101049,1,1,78,70,50,7,205
101060,0,1,54,50,50,6,160
101062,0,2,54,50,50,6,160
101063,0,1,53,50,51,6,160
101064,1,1,76,72,50,6,204
101065,0,2,53,51,50,6,160
101066,0,2,51,53,50,6,160
101067,0,2,51,51,52,6,160
101068,0,2,54,50,50,6,160
101069,0,2,51,52,51,6,160
101070,0,1,51,51,52,6,160
101071,0,2,54,50,50,6,160
101072,0,2,52,52,50,6,160
101073,0,2,53,51,50,6,160
101074,0,1,54,50,50,6,160
101075,0,2,54,50,50,6,160
101076,0,1,51,53,50,6,160
101077,0,2,54,50,50,6,160
101078,0,2,51,52,51,6,160
101079,0,1,54,50,50,6,160
101080,0,2,51,51,52,6,160
101081,0,1,53,51,50,6,160
101082,0,1,54,50,50,6,160
101083,0,2,52,50,52,6,160
101084,0,1,54,50,50,6,160
101085,0,2,54,50,50,6,160
101086,0,1,54,50,50,6,160
101087,0,2,51,52,51,6,160
101088,0,1,54,50,50,6,160
101089,0,2,53,51,50,6,160
101090,0,1,54,50,50,6,160
101091,0,2,50,54,50,6,160
101092,0,2,54,50,50,6,160
101093,0,1,52,52,50,6,160
101094,0,1,50,54,50,6,160
101095,0,2,50,53,51,6,160
101096,0,1,51,50,53,6,160
101097,0,2,53,51,50,6,160
101098,0,2,54,50,50,6,160
101099,0,2,53,50,51,6,160
101100,0,1,50,54,50,6,160
101101,0,2,51,52,51,6,160
101102,0,2,54,50,50,6,160
101103,0,1,53,51,50,6,160
101104,0,1,52,51,51,6,160
101105,0,2,51,53,50,6,160
101106,0,2,53,51,50,6,160
101107,0,2,52,51,51,6,160
101108,0,1,52,51,51,6,160
101109,0,2,50,52,52,6,160
101110,0,1,51,52,51,6,160
101111,0,1,52,52,50,6,160
101112,0,2,53,50,51,6,160
101113,0,2,51,52,51,6,160
101114,0,2,54,50,50,6,160
101115,0,1,54,50,50,6,160
101116,0,2,52,52,50,6,160
101117,0,1,54,50,50,6,160
101118,0,2,52,52,50,6,160
101119,0,2,54,50,50,6,160
101120,0,1,53,50,51,6,160
101121,0,2,54,50,50,6,160
101122,0,1,52,52,50,6,160
101123,0,1,51,53,50,6,160
101124,0,1,52,52,50,6,160
101125,0,2,54,50,50,6,160
101126,0,1,52,51,51,6,160
101127,0,2,52,50,52,6,160
101128,0,2,52,52,50,6,160
101129,0,2,52,52,50,6,160
101130,1,1,67,69,62,5,203
101131,0,2,54,50,50,6,160
101132,0,2,53,50,51,6,160
101133,0,2,53,51,50,6,160
101134,0,1,51,53,50,6,160
101135,0,1,50,54,50,6,160
101136,0,1,50,53,51,6,160
101137,0,2,50,53,51,6,160
101138,0,2,54,50,50,6,160
101139,0,1,53,50,51,6,160
101140,0,2,52,51,51,6,160
101141,0,1,54,50,50,6,160
101142,0,1,51,50,53,6,160
101143,0,2,53,51,50,6,160
101144,0,1,53,51,50,6,160
101145,0,1,52,52,50,6,160
101146,0,2,54,50,50,6,160
101147,0,1,52,51,51,6,160
101148,0,2,51,52,51,6,160
101149,0,2,52,52,50,6,160
101150,0,2,53,51,50,6,160
101151,0,2,54,50,50,6,160
101152,0,2,51,52,51,6,160
101153,0,1,51,53,50,6,160
101154,0,1,53,51,50,6,160
101155,0,2,54,50,50,6,160
101156,0,1,54,50,50,6,160
101157,0,1,52,52,50,6,160
101158,1,1,93,54,51,4,202
101159,0,2,52,51,51,6,160
101160,0,2,50,54,50,6,160
101161,0,1,53,51,50,6,160
101162,0,1,53,50,51,6,160
101163,0,2,54,50,50,6,160
101164,1,1,91,54,53,3,201
101165,0,2,53,51,50,6,160
101166,0,1,54,50,50,6,160
101167,0,2,52,50,52,6,160
101168,0,1,52,50,52,6,160
101169,0,1,50,53,51,6,160
101170,0,2,52,51,51,6,160
101171,0,1,52,52,50,6,160
101172,0,1,53,51,50,6,160
101173,0,1,51,52,51,6,160
101174,0,1,53,51,50,6,160
101175,0,2,54,50,50,6,160
101176,0,1,54,50,50,6,160
101177,0,2,51,51,52,6,160
101178,0,2,53,51,50,6,160
101179,0,1,52,51,51,6,160
101180,0,1,51,51,52,6,160
101181,0,2,50,54,50,6,160
101182,0,2,50,53,51,6,160
101183,0,2,52,51,51,6,160
101184,0,1,54,50,50,6,160
101185,0,2,51,52,51,6,160
101186,0,1,51,50,53,6,160
101187,0,2,54,50,50,6,160
101188,0,1,53,51,50,6,160
